HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB090	HB090_F	HB100	HB100_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS070	HS070_F	HS080	HS080_F	HS090	HS090_F	HS100	HS100_F	HS110	HS110_F	HS120	HS120_F	HS130	HS130_F	HS140	HS140_F	HS150	HS150_F	HS160	HS160_F	HS170	HS170_F	HS180	HS180_F	HS190	HS190_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH031	HH031_F	HH040	HH040_F	HH050	HH050_F	HH060	HH060_F	HH061	HH061_F	HH070	HH070_F	HH081	HH081_F	HH091	HH091_F	H39A_U	H39B_U	H38A_U	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	POBRECAT	VHMATDEP	HD080	HD080_F	HI022	HI022_F	HI090	HI090_F	HI100_1	HI100_1_F	HI100_2	HI100_2_F	HI100_3	HI100_3_F	HI100_4	HI100_4_F	HI100_5	HI100_5_F	HI100_6	HI100_6_F	HI100_7	HI100_7_F	HI100_8	HI100_8_F	HI100_9	HI100_9_F	HI110_1	HI110_1_F	HI110_2	HI110_2_F	HI110_3	HI110_3_F	HI110_4	HI110_4_F	HI120	HI120_F	HC010	HC010_F	HC020	HC020_F	HC030	HC030_F	HC040	HC040_F	HC050	HC050_F	HV010	HV010_F	HV070	HV070_F	HV020	HV020_F	HV080	HV080_F
2020	ES	25320	12	01	2020	1	2532001	01	2532001	01		96	10	01	2761460	10100	2761460	10100	-34580	10100	442267	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34580	110100	0	0	3440830	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679370	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	1	01	1	01	4	01	1948	01	2	01	1	01		96		97	25385	01	1	01	1	01	96	96	96		96	1	06	1	2761460	3203727	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01		96		96		96	1	01	40000000	01		96	2	01	4	01
2020	ES	25325	12	01	2020	1	2532501	01	2532501	01		96	10	01	6074420	10100	6074420	10100	6074420	10100	710833	01	0	0	0	0	0	0	0	0	0	0	0	0	103230	110100	91035	112000	0	0	0	0	0	0	0	0	-82130	110100	0	0	8089310	20100	0	0	0	0	0	0	0	0	0	0	0	0	128760	40100	91035	12000	0	0	0	0	0	0	0	0	2014890	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	1	01		96	2	01	2	01	2	01	1	01	3	01	2	01	6	01	2005	01	2	01	1	01		96	80000	01	31134	01	1	01	1	01	96	96	96	480	01	2	08	1.5	6074420	6694217	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01	15000	01		96	7000	01	4	01		97	11000000	01	1	01	1	01
2020	ES	25326	12	01	2020	1	2532601	01	2532601	01		96	13	01	9094060	10100	9094060	10100	9094060	10100	772148	01	1250000	110100	0	0	0	0	0	0	0	0	0	0	2178150	110100	104815	110100	0	0	0	0	0	0	0	0	-1059020	110100	0	0	11323020	32100	1250000	13100	0	0	0	0	0	0	0	0	0	0	2748850	40100	104815	10100	0	0	0	0	0	0	0	0	2228960	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	280000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	2	01	6	01	2009	01	1	01	1	01		96	100000	01	31250	01	1	01	1	01	96	96	96	500	01	4	12	2.3	9094060	9761392	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	50000	01	20000	01		96	5000	01	1	01		97		97	1	01	4	01
2020	ES	25328	12	01	2020	1	2532801	01	2532801	01		96	10	01	2250766	12096	0	0	0	0	0	00	0	0	0	0	1080000	110100	1080000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2250766	32096	0	0	0	0	1080000	10100	1080000	10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	01	2	01	2	01	2	01	1	01	2	01	1	01	1	01	2	01	1	01	2	01	2	01	150000	01	1	01		96	2	01	1	01	2	01	2	01	3	01	3	01	5	01	2007	01	1	01	1	01	41311	01		96	77427	01	1	01	1	01	01	06	96		96	5	13	2.8	2250766	2250766	1	1	1	2	01	2	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	45000	01		96		96		96	3	01		96		96	2	01	1	01
2020	ES	25331	12	01	2020	1	2533101	01	2533102	01		96	18	01	4301470	10100	4301470	10100	1953520	10100	653412	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402000	110100	0	0	0	0	0	0	0	0	-108870	110100	0	0	4820000	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402000	10100	0	0	0	0	0	0	0	0	518530	1100	2	01	2	01		96	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	4	01	300000	01	1	01		96	2	01	1	01	1	01	2	01	4	01	2	01	4	01	1999	01	2	01	1	01		96		97	56068	01	1	01	1	01	96	96	96	434	01	2	07	1.5	4301470	4552882	0	0	0	1	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	13900	01	50000	01	15000	01		96	19800	01	4	01		97	8000000	01	2	01	1	01
2020	ES	25337	12	01	2020	1	2533701	01	2533701	01		96	15	01	2880910	10100	2880910	10100	2880910	10100	442267	01	0	0	0	0	0	0	0	0	0	0	0	0	580	110100	0	0	0	0	0	0	0	0	0	0	17130	110100	0	0	3609420	20100	0	0	0	0	0	0	0	0	0	0	0	0	700	40100	0	0	0	0	0	0	0	0	0	0	728510	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	300000	01	1	01		96	2	01	2	01	2	01	2	01	3	01	1	01	4	01	1974	01	1	01	1	01		96		97	31121	01	1	01	1	01	96	96	96		96	4	09	2.5	2880910	3323177	0	0	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	70000	01		96		96	9000	01	4	01		97		96	1	01	1	01
2020	ES	25339	12	01	2020	1	2533901	01	2533901	01		96	10	01	339883	12100	339883	12100	339883	12100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256368	110100	256368	110100	44669	112000	0	0	704300	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256368	10100	256368	10100	108049	1059	2	01	2	01		96	2	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	150000	01	1	01	2	01	2	01	2	01	2	01	1	01	3	01	3	01	3	01	2015	01	1	01	1	01	78000	01		96	101364	01	1	01	1	01	06	06	96		96	4	12	2.3	339883	339883	1	1	0	2	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	28000	01	70000	01		96	20000	01		96	4	01		96		96	2	01	1	01
2020	ES	25342	12	01	2020	1	2534201	01	2534201	01		96	18	01	1426560	10100	1206560	10100	1206560	10100	0	00	0	0	0	0	110000	110100	110000	110100	0	0	0	0	0	0	0	0	0	0	0	0	30000	110100	0	0	0	0	0	0	1563960	20100	0	0	0	0	110000	10100	110000	10100	0	0	0	0	0	0	0	0	0	0	0	0	30000	10100	0	0	107400	1100	1	01	2	01		96	2	01	1	01	2	01	1	01	1	01	2	01	1	01	1	01	1	01	70000	01	1	01		96	1	01	1	01	1	01	2	01	3	01	3	01	3	01	2018	01	2	01	2	01	46500	01		96	67640	01	1	01	1	01	01	06	06		96	2	08	1.5	1426560	1426560	1	1	1	2	01	2	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	30000	01		96		96	15000	01	3	01		96		96	2	01	1	01
2020	ES	25343	12	01	2020	1	2534301	01	2534301	01		96	9	01	3359640	10100	3169370	10100	3169370	10100	1081714	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548951	110100	0	0	0	0	0	0	0	0	-106660	110100	0	0	3653280	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548951	10100	0	0	0	0	0	0	0	0	293640	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	400000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	5	01	2010	01	2	01	1	01		96	150000	01	85989	01	1	01	1	01	06	06	96	1200	01	4	12	2.1	3359640	3892402	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	65000	01		96		96	33300	01	1	01	40000000	01	20000000	01	2	01	3	01
2020	ES	25344	12	01	2020	1	2534401	01	2534401	01		96	24	01	4844947	10100	4844947	10100	4844947	10100	309587	01	1040540	110100	0	0	0	0	0	0	0	0	0	0	2463340	110100	0	0	0	0	36923	112000	0	0	0	0	-75280	110100	0	0	5663210	20100	1229090	40100	0	0	0	0	0	0	0	0	0	0	3043090	40100	0	0	0	0	36923	12000	0	0	0	0	781340	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01		97	1	01		96	2	01	1	01	1	01	1	01	3	01	1	01	4	01	1984	01	2	01	1	01		96	100	01	27101	01	1	01	1	01	06	06	96		96	2	08	1.5	4844947	5154534	0	0	0	3	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96		96	5000	01	2	01		97		96	1	01		97
2020	ES	25345	12	01	2020	1	2534501	01	2534501	01		96	18	01	4947790	10100	4947790	10100	4947790	10100	705789	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132983	110100	0	0	0	0	600000	110100	600000	110100	-131270	110100	0	0	7157680	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132983	10100	0	0	0	0	600000	10100	600000	10100	1609890	1100	3	01	3	01	3	01	2	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	3	01	250000	01	2	01	1	01	2	01	2	01	2	01	2	01	4	01	2	01	5	01	1994	01	2	01	1	01		96	75000	01	33713	01	1	01	1	01	06	06	96	480	01	3	11	1.8	4947790	5520595	0	0	0	1	01	3	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	1	01	2	01	2	01	2	01	48100	01	50000	01		96		96	7400	01	2	01	20000000	01	10000000	01	2	01	2	01
2020	ES	25348	11	01	2020	1	2534801	01	2534801	01		96	14	01	2480280	10100	2480280	10100	416350	10100	713273	01	27880	110100	0	0	0	0	0	0	0	0	0	0	24140	110100	0	0	0	0	0	0	0	0	0	0	232650	110100	0	0	3017460	20100	34420	40100	0	0	0	0	0	0	0	0	0	0	29800	40100	0	0	0	0	0	0	0	0	0	0	537180	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	3	01	150000	01	2	01		96	2	01	1	01	2	01	2	01	4	01	1	01	6	01	1976	01	1	01	1	01		96	100000	01	22521	01	1	01	1	01	06	06	96		96	1	06	1	2480280	3193553	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	30000	01		96		96		96	4	01	24000000	01		96	2	01	2	01
2020	ES	25349	12	01	2020	1	2534901	01	2534901	01		96	16	01	5233280	10100	5233280	10100	5233280	10100	0	00	152990	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-114510	110100	0	0	6741540	20100	220240	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1508260	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	3	01	5	01	2018	01	2	01	1	01	90000	01		96	100518	01	1	01	1	01	06	06	96		96	3	11	1.8	5233280	5233280	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	35000	01	10000	01		96	11000	01	1	01		96		96	2	01	2	01
2020	ES	25350	12	01	2020	1	2535001	01	2535001	01		96	16	01	4894610	10100	4894610	10100	4894610	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65870	110100	0	0	7033980	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2139370	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	300000	01	2	01	2	01	2	01	2	01	1	01	2	01	4	01	3	01	6	01	2018	01	2	01	1	01	95000	01		96	106447	01	1	01	1	01	06	06	96		96	2	10	1.3	4894610	4894610	0	0	0	1	01	3	01	1	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	14900	01	60000	01		96		96	7400	01	4	01		96		96	2	01	4	01
2020	ES	25351	12	01	2020	1	2535101	01	2535101	01		96	12	01	3200860	10100	3200860	10100	3200860	10100	835114	01	330570	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307570	110100	0	0	5708530	20100	330570	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2507670	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	4	01	2020	01	2	01	1	01		96	85000	01	32464	01	1	01	1	01	96	96	96		96	1	05	1	3200860	4035974	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	50000	01		96		96	7300	01	1	01		97		96	1	01	1	01
2020	ES	25352	01	01	2021	1	2535201	01	2535201	01		96	14	01	3877690	10100	3877690	10100	2022610	10100	785158	01	1145950	110100	0	0	0	0	0	0	0	0	0	0	148690	110100	0	0	0	0	0	0	0	0	0	0	929840	110100	0	0	5218440	20100	1250560	40100	0	0	0	0	0	0	0	0	0	0	183570	40100	0	0	0	0	0	0	0	0	0	0	1340750	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	220000	01	1	01		96	2	01	1	01	2	01	1	01	4	01	1	01	5	01	1976	01	2	01	1	01		96	120000	01	46006	01	1	01	1	01	96	96	96		96	1	06	1	3877690	4662848	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	70000	01		96		96		96	1	01	35000000	01		96	1	01	1	01
2020	ES	25353	12	01	2020	1	2535302	01	2535301	01		96	14	01	760000	10100	760000	10100	760000	10100	0	00	0	0	0	0	0	0	0	0	100000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760000	20100	0	0	0	0	0	0	0	0	100000	10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	01	1	01		96	1	01	1	01	2	01	1	01	1	01	1	01	1	01	2	01	2	01	150000	01	1	01		96	1	01	1	01	2	01	2	01	3	01	3	01	4	01	2010	01	1	01	1	01	55000	01		96	67863	01	1	01	1	01	01	06	96		96	2	08	1.5	760000	760000	1	1	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	35000	01		96	6000	01		96	4	01		96		96	2	01	1	01
2020	ES	25354	11	01	2020	1		97	2535401	01		96	14	01	1453510	10100	1453510	10100	0	0	689233	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1457830	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4320	1100		96	3	01		96	1	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	3	01	90000	01	1	01		96	2	01	2	01	1	01	2	01	3	01	5	01	3	01	2006	01	2	01	1	01		96	70000	01	22589	01	1	01	1	01	06	06	96		96	1	06	1	1453510	2142743	0	0	0	3	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96		96		96	4	01		96		96	2	01	4	01
2020	ES	25355	11	01	2020	1	2535501	01	2535501	01		96	18	01	2195650	10100	2195650	10100	2195650	10100	664033	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402000	110100	0	0	0	0	0	0	0	0	-134440	110100	0	0	2536190	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402000	10100	0	0	0	0	0	0	0	0	340540	1100	3	01	3	01	3	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	2	01	1	01	100000	01	1	01	1	01	2	01	1	01	1	01	1	01	3	01	2	01	3	01	2013	01	2	01	1	01		96	65000	01	57164	01	1	01	1	01	01	06	96	355	01	4	12	2.3	2195650	2457683	1	1	0	3	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	31500	01	30000	01		96		96		96	3	01	14000000	01	8000000	01	2	01	1	01
2020	ES	25356	11	01	2020	1	2535601	01	2535601	01		96	15	01	5649010	10100	5649010	10100	5649010	10100	593507	01	478560	110100	0	0	0	0	0	0	0	0	0	0	2380	110100	94190	112000	0	0	0	0	0	0	0	0	-23690	110100	0	0	7160360	20100	478560	40100	0	0	0	0	0	0	0	0	0	0	2930	40100	94190	12000	0	0	0	0	0	0	0	0	1511350	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	500000	01	3	01		96	2	01	2	01	1	01	1	01	3	01	2	01	4	01		97	2	01	1	01		96	85000	01	29582	01	1	01	1	01	96	96	96		96	3	11	1.8	5649010	6148326	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		97		96	20000	01	1	01	20000000	01		97	1	01	3	01
2020	ES	25358	11	01	2020	1	2535801	01	2535801	01		96	18	01	14143510	10100	14129700	10100	14129700	10100	1074008	01	0	0	0	0	0	0	0	0	0	0	0	0	30110	110100	123000	110100	90000	110100	0	0	0	0	0	0	-174830	110100	0	0	21268240	20100	0	0	0	0	0	0	0	0	0	0	0	0	37170	40100	123000	10100	90000	40100	0	0	0	0	0	0	7124730	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	300000	01	2	01	2	01	2	01	1	01	1	01	1	01	2	01	2	01	5	01	2004	01	2	01	1	01		96	100000	01	33447	01	1	01	1	01	96	96	96	560	01	4	14	2.3	14143510	15094518	0	0	0	2	01	3	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	50000	01	50000	01		96		96	29500	01	4	01	40000000	01	10000000	01	2	01	3	01
2020	ES	25359	11	01	2020	1	2535901	01	2535901	01		96	19	01	2244190	10100	1990100	10100	1990100	10100	641992	01	0	0	0	0	0	0	0	0	120000	110100	120000	110100	0	0	102418	110100	0	0	0	0	0	0	0	0	-35600	110100	0	0	2642620	20100	0	0	0	0	0	0	0	0	120000	10100	120000	10100	0	0	102418	10100	0	0	0	0	0	0	0	0	398430	1100	2	01	2	01	3	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	5	01	120000	01	2	01		96	2	01	2	01	2	01	1	01	4	01	2	01	3	01	2010	01	1	01	2	01		96	50000	01	29083	01	1	01	1	01	96	96	06	400	01	2	10	1.5	2244190	2783763	0	0	0	2	01	3	01	1	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	28000	01	35000	01		96	6000	01	12000	01	4	01	12000000	01	12500000	01	2	01	1	01
2020	ES	25361	11	01	2020	1	2536101	01	2536101	01		96	35	01	1045280	10100	112380	10100	112380	10100	719392	01	0	0	0	0	0	0	0	0	0	0	0	0	91040	110100	0	0	0	0	0	0	0	0	0	0	-21340	110100	0	0	1045290	20100	0	0	0	0	0	0	0	0	0	0	0	0	112390	40100	0	0	0	0	0	0	0	0	0	0	10	1100		96	3	01	3	01	2	01	1	01	1	01	1	01	1	01	2	01	1	01	3	01	3	01	100000	01	1	01	2	01	1	01	1	01	1	01	1	01	4	01	1	01	3	01	2004	01	2	01	2	01		96	70000	01	19406	01	1	01	1	01	06	06	06		96	1	05	1	1045280	1764672	0	1	0	2	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	3000	01	50000	01		96	600	01		96	4	01	13000000	01		96	2	01	2	01
2020	ES	25362	12	01	2020	1	2536202	01	2536201	01		96	13	01	3967602	12037	3850558	12039	2363798	12000	707233	01	0	0	0	0	0	0	0	0	198340	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95227	112000	5000	110100	4397377	32034	0	0	0	0	0	0	0	0	198340	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429775	1006		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	200000	01	1	01		96	1	01	1	01	1	01	1	01	3	01	1	01	4	01	2005	01	2	01	1	01		96	75000	01	15600	01	1	01	1	01	01	06	96		96	2	07	1.5	3967602	4674835	0	0	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	40000	01		96	6000	01		96	4	01		97		96	1	01	3	01
2020	ES	25364	11	01	2020	1	2536401	01	2536402	01		96	17	01	3347860	10100	3347860	10100	3347860	10100	671233	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96000	110100	0	0	0	0	0	0	0	0	38290	110100	0	0	4111300	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96000	10100	0	0	0	0	0	0	0	0	763440	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	150000	01	1	01	2	01	2	01	1	01	1	01	2	01	3	01	2	01	2	01	2019	01	2	01	1	01		96	70000	01	29130	01	1	01	1	01	96	96	96	400	01	2	08	1.5	3347860	3923093	0	0	0	1	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01		97	20000	01	15000	01	5400	01	15000	01	4	01	16000000	01	9500000	01	1	01	2	01
2020	ES	25365	11	01	2020	1	2536501	01	2536501	01		96	21	01	2729360	10100	2467580	10100	2467580	10100	594913	01	0	0	0	0	0	0	0	0	0	0	0	0	1328500	110100	34258	110100	0	0	0	0	0	0	0	0	45630	110100	0	0	3283930	20100	0	0	0	0	0	0	0	0	0	0	0	0	1639920	40100	34258	10100	0	0	0	0	0	0	0	0	554570	1100	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	1	01	2	01	105000	01	1	01		96	1	01	1	01	2	01	2	01	3	01	2	01	1	01	2006	01	2	01	2	01		96	50000	01	20410	01	1	01	1	01	06	06	06	300	01	1	06	1	2729360	3290014	0	0	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96		96	300	01	2	01		97	5760000	01	2	01	3	01
2020	ES	25373	11	01	2020	1	2537301	01	2537301	01		96	20	01	5452090	10100	3525880	10100	3525880	10100	641992	01	3000000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50500	110100	0	0	5609180	32100	3000000	13100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157090	1100	3	01	3	01		96	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	180000	01	1	01	2	01	1	01	1	01	1	01	1	01	4	01	1	01	4	01	2001	01	2	01	1	01		96	60000	01	45640	01	1	01	1	01	06	06	96		96	3	11	2	5452090	6094082	0	0	0	2	01	3	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	1	01	2	01	2	01	2	01	12000	01	80000	01		96		96	31700	01	2	01		97		96	1	01	1	01
2020	ES	25374	11	01	2020	1	2537401	01	2537401	01		96	17	01	6712133	12099	6627800	10100	6627800	10100	802989	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197750	110100	100000	110100	0	0	0	0	0	0	-268860	110100	0	0	8810323	32099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197750	10100	100000	40100	0	0	0	0	0	0	2098190	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	250000	01	2	01		96	2	01	1	01	2	01	2	01	4	01	2	01	5	01	1997	01	2	01	1	01		96	100000	01	38110	01	1	01	1	01	96	96	96	870	01	4	12	2.5	6712133	7317371	0	0	0	1	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	8000	01		97		96		96	31300	01	1	01		97	7000000	01	2	01	1	01
2020	ES	25375	11	01	2020	1	2537501	01	2537501	01		96	20	01	2232830	10100	2232830	10100	2232830	10100	729189	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33000	110100	0	0	22110	110100	0	0	2783615	33099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33000	10100	0	0	517785	1094		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	4	01	200000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1996	01	2	01	1	01		96	80000	01	39214	01	1	01	1	01	96	96	96		96	2	08	1.5	2232830	2962019	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96	8000	01		96	2	01		97		96	1	01	4	01
2020	ES	25377	11	01	2020	1	2537701	01	2537702	01		96	19	01	4567810	10100	2995660	10100	2995660	10100	901714	01	0	0	0	0	0	0	0	0	0	0	0	0	60570	110100	56840	112000	0	0	0	0	0	0	0	0	7060	110100	0	0	5019160	20100	0	0	0	0	0	0	0	0	0	0	0	0	73040	40100	56840	12000	0	0	0	0	0	0	0	0	451350	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	250000	01	1	01		96	2	01	1	01	1	01	1	01	4	01	2	01	5	01	2004	01	2	01	1	01		96	100000	01	34405	01	1	01	1	01	06	06	96	485	01	4	09	2.5	4567810	5412684	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	80000	01		97	4100	01		97	2	01		97	8500000	01	2	01	1	01
