mes,municipis,concepte,estat,valor
03/2020,Sant Julià de Ramis,casos confirmats,,12
03/2020,Sant Julià de Vilatorta,casos confirmats,,25
03/2020,Sant Julià del Llor i Bonmatí,casos confirmats,,0
03/2020,Sant Just Desvern,casos confirmats,,49
03/2020,Sant Llorenç d'Hortons,casos confirmats,,7
03/2020,Sant Llorenç de la Muga,casos confirmats,,0
03/2020,Sant Llorenç de Morunys,casos confirmats,,0
03/2020,Sant Llorenç Savall,casos confirmats,,12
03/2020,Sant Martí de Centelles,casos confirmats,..,null
03/2020,Sant Martí de Llémena,casos confirmats,..,null
03/2020,Sant Martí de Riucorb,casos confirmats,,0
03/2020,Sant Martí de Tous,casos confirmats,,5
03/2020,Sant Martí Sarroca,casos confirmats,,4
03/2020,Sant Martí Sesgueioles,casos confirmats,..,null
03/2020,Sant Martí Vell,casos confirmats,,0
03/2020,Sant Mateu de Bages,casos confirmats,..,null
03/2020,Sant Miquel de Campmajor,casos confirmats,,0
03/2020,Sant Miquel de Fluvià,casos confirmats,..,null
03/2020,Sant Pau de Segúries,casos confirmats,..,null
03/2020,Sant Pere de Ribes,casos confirmats,,54
03/2020,Sant Pere de Riudebitlles,casos confirmats,..,null
03/2020,Sant Pere de Torelló,casos confirmats,,8
03/2020,Sant Pere de Vilamajor,casos confirmats,,11
03/2020,Sant Pere Pescador,casos confirmats,..,null
03/2020,Sant Pol de Mar,casos confirmats,,11
03/2020,Sant Quintí de Mediona,casos confirmats,..,null
03/2020,Sant Quirze de Besora,casos confirmats,,10
03/2020,Sant Quirze del Vallès,casos confirmats,,140
03/2020,Sant Quirze Safaja,casos confirmats,,0
03/2020,Sant Ramon,casos confirmats,..,null
03/2020,Sant Sadurní d'Anoia,casos confirmats,,21
03/2020,Sant Salvador de Guardiola,casos confirmats,,10
03/2020,Sant Vicenç de Castellet,casos confirmats,,25
03/2020,Sant Vicenç de Montalt,casos confirmats,,12
03/2020,Sant Vicenç de Torelló,casos confirmats,,6
03/2020,Sant Vicenç dels Horts,casos confirmats,,120
03/2020,Santa Bàrbara,casos confirmats,,5
03/2020,Santa Coloma de Cervelló,casos confirmats,,48
03/2020,Santa Coloma de Farners,casos confirmats,,35
03/2020,Santa Coloma de Gramenet,casos confirmats,,634
03/2020,Santa Coloma de Queralt,casos confirmats,,9
03/2020,Santa Cristina d'Aro,casos confirmats,,8
03/2020,Santa Eugènia de Berga,casos confirmats,,8
03/2020,Santa Eulàlia de Riuprimer,casos confirmats,,11
03/2020,Santa Eulàlia de Ronçana,casos confirmats,,11
03/2020,Santa Fe del Penedès,casos confirmats,,0
03/2020,Santa Llogaia d'Àlguema,casos confirmats,,0
03/2020,Santa Margarida de Montbui,casos confirmats,,88
03/2020,Santa Margarida i els Monjos,casos confirmats,,12
03/2020,Santa Maria d'Oló,casos confirmats,..,null
03/2020,Santa Maria de Martorelles,casos confirmats,,0
03/2020,Santa Maria de Palautordera,casos confirmats,,16
03/2020,Santa Oliva,casos confirmats,,5
03/2020,Santa Pau,casos confirmats,..,null
03/2020,Santa Perpètua de Mogoda,casos confirmats,,92
03/2020,Santa Susanna,casos confirmats,,10
03/2020,Santpedor,casos confirmats,,39
03/2020,Sarral,casos confirmats,,4
03/2020,Sarrià de Ter,casos confirmats,,21
03/2020,Sarroca de Lleida,casos confirmats,,0
03/2020,"Saus, Camallera i Llampaies",casos confirmats,..,null
03/2020,"Secuita, la",casos confirmats,..,null
03/2020,"Selva de Mar, la",casos confirmats,..,null
03/2020,"Selva del Camp, la",casos confirmats,..,null
03/2020,"Sénia, la",casos confirmats,,4
03/2020,"Sentiu de Sió, la",casos confirmats,..,null
03/2020,Sentmenat,casos confirmats,,18
03/2020,Serinyà,casos confirmats,,6
03/2020,Seròs,casos confirmats,..,null
03/2020,Serra de Daró,casos confirmats,,0
03/2020,"Seu d'Urgell, la",casos confirmats,,20
03/2020,Seva,casos confirmats,,4
03/2020,Sidamon,casos confirmats,..,null
03/2020,Sils,casos confirmats,,10
03/2020,Sitges,casos confirmats,,48
03/2020,"Soleràs, el",casos confirmats,,0
03/2020,Solivella,casos confirmats,..,null
03/2020,Solsona,casos confirmats,,9
03/2020,Sora,casos confirmats,,0
03/2020,Soriguera,casos confirmats,,0
03/2020,Sort,casos confirmats,,5
03/2020,Soses,casos confirmats,..,null
03/2020,Subirats,casos confirmats,,6
03/2020,Sudanell,casos confirmats,..,null
03/2020,Sunyer,casos confirmats,,0
03/2020,Súria,casos confirmats,,29
03/2020,Tagamanent,casos confirmats,,0
03/2020,Talamanca,casos confirmats,,0
03/2020,Talarn,casos confirmats,,0
03/2020,Talavera,casos confirmats,,0
03/2020,"Tallada d'Empordà, la",casos confirmats,,0
03/2020,Taradell,casos confirmats,,29
03/2020,Tarragona,casos confirmats,,181
03/2020,Tàrrega,casos confirmats,,35
03/2020,Tavèrnoles,casos confirmats,,0
03/2020,Teià,casos confirmats,,15
03/2020,Térmens,casos confirmats,..,null
03/2020,Terrades,casos confirmats,,0
03/2020,Terrassa,casos confirmats,,850
03/2020,Tiana,casos confirmats,,39
03/2020,Tivenys,casos confirmats,,0
03/2020,Tivissa,casos confirmats,,0
03/2020,Tona,casos confirmats,,38
03/2020,Torà,casos confirmats,..,null
03/2020,Tordera,casos confirmats,,24
03/2020,Torelló,casos confirmats,,51
03/2020,Tornabous,casos confirmats,,5
03/2020,"Torre de Cabdella, la",casos confirmats,,0
03/2020,"Torre de Claramunt, la",casos confirmats,,25
03/2020,"Torre de l'Espanyol, la",casos confirmats,..,null
03/2020,Torrebesses,casos confirmats,,0
03/2020,Torredembarra,casos confirmats,,22
03/2020,Torrefarrera,casos confirmats,,10
03/2020,Torrefeta i Florejacs,casos confirmats,,0
03/2020,Torregrossa,casos confirmats,,5
03/2020,Torrelameu,casos confirmats,..,null
03/2020,Torrelavit,casos confirmats,..,null
03/2020,Torrelles de Foix,casos confirmats,,4
03/2020,Torrelles de Llobregat,casos confirmats,,14
03/2020,Torres de Segre,casos confirmats,,4
03/2020,Torre-serona,casos confirmats,,0
03/2020,Torroella de Fluvià,casos confirmats,,0
03/2020,Torroella de Montgrí,casos confirmats,,9
03/2020,Tortellà,casos confirmats,..,null
03/2020,Tortosa,casos confirmats,,82
03/2020,Tossa de Mar,casos confirmats,..,null
03/2020,Tremp,casos confirmats,,12
03/2020,Ullà,casos confirmats,..,null
03/2020,Ullastrell,casos confirmats,..,null
03/2020,Ullastret,casos confirmats,..,null
03/2020,Ulldecona,casos confirmats,..,null
03/2020,Ulldemolins,casos confirmats,,0
03/2020,Ultramort,casos confirmats,,0
03/2020,Urús,casos confirmats,..,null
03/2020,Vacarisses,casos confirmats,,12
03/2020,"Vall d'en Bas, la",casos confirmats,,8
03/2020,"Vall de Bianya, la",casos confirmats,,5
03/2020,"Vall de Boí, la",casos confirmats,..,null
03/2020,Vall de Cardós,casos confirmats,,0
03/2020,Vallbona d'Anoia,casos confirmats,,11
03/2020,Vallbona de les Monges,casos confirmats,,0
03/2020,Vallcebre,casos confirmats,,0
03/2020,Vallfogona de Balaguer,casos confirmats,..,null
03/2020,Vallfogona de Ripollès,casos confirmats,..,null
03/2020,Vallgorguina,casos confirmats,,9
03/2020,Vallirana,casos confirmats,,40
03/2020,Vall-llobrega,casos confirmats,..,null
03/2020,Vallmoll,casos confirmats,..,null
03/2020,Vallromanes,casos confirmats,,6
03/2020,Valls,casos confirmats,,56
03/2020,"Valls d'Aguilar, les",casos confirmats,,0
03/2020,"Valls de Valira, les",casos confirmats,,0
03/2020,Vandellòs i l'Hospitalet de l'Infant,casos confirmats,,5
03/2020,"Vendrell, el",casos confirmats,,67
03/2020,Ventalló,casos confirmats,,0
03/2020,Verdú,casos confirmats,..,null
03/2020,Verges,casos confirmats,..,null
03/2020,Vespella de Gaià,casos confirmats,,0
03/2020,Vic,casos confirmats,,186
03/2020,Vidreres,casos confirmats,,15
03/2020,Vielha e Mijaran,casos confirmats,,50
03/2020,Vilabella,casos confirmats,..,null
03/2020,Vilabertran,casos confirmats,,0
03/2020,Vilablareix,casos confirmats,,10
03/2020,Vilada,casos confirmats,,0
03/2020,Viladamat,casos confirmats,,0
03/2020,Viladasens,casos confirmats,,0
03/2020,Viladecans,casos confirmats,,428
03/2020,Viladecavalls,casos confirmats,,22
03/2020,Vilademuls,casos confirmats,..,null
03/2020,Viladrau,casos confirmats,,0
03/2020,Vilafant,casos confirmats,,10
03/2020,Vilafranca del Penedès,casos confirmats,,69
03/2020,Vilagrassa,casos confirmats,,4
03/2020,Vilajuïga,casos confirmats,..,null
03/2020,Vilalba dels Arcs,casos confirmats,,0
03/2020,Vilalba Sasserra,casos confirmats,,26
03/2020,Vilaller,casos confirmats,..,null
03/2020,Vilallonga de Ter,casos confirmats,..,null
03/2020,Vilallonga del Camp,casos confirmats,..,null
03/2020,Vilamacolum,casos confirmats,,0
03/2020,Vilamalla,casos confirmats,..,null
03/2020,Vilamaniscle,casos confirmats,,0
03/2020,Vilanant,casos confirmats,..,null
03/2020,Vilanova d'Escornalbou,casos confirmats,,0
03/2020,Vilanova de Bellpuig,casos confirmats,..,null
03/2020,Vilanova de l'Aguda,casos confirmats,,0
03/2020,Vilanova de la Barca,casos confirmats,,0
03/2020,Vilanova de Meià,casos confirmats,,0
03/2020,Vilanova de Sau,casos confirmats,,0
03/2020,Vilanova de Segrià,casos confirmats,..,null
03/2020,Vilanova del Camí,casos confirmats,,95
03/2020,Vilanova del Vallès,casos confirmats,,14
03/2020,Vilanova i la Geltrú,casos confirmats,,157
03/2020,Vilaplana,casos confirmats,..,null
03/2020,Vila-rodona,casos confirmats,..,null
03/2020,Vila-sacra,casos confirmats,..,null
03/2020,Vila-sana,casos confirmats,,0
03/2020,Vila-seca,casos confirmats,,12
03/2020,Vilassar de Dalt,casos confirmats,,22
03/2020,Vilassar de Mar,casos confirmats,,64
03/2020,Vilaverd,casos confirmats,,0
03/2020,"Vilella Baixa, la",casos confirmats,,0
03/2020,Vilobí d'Onyar,casos confirmats,,5
03/2020,Vilobí del Penedès,casos confirmats,..,null
03/2020,Vilopriu,casos confirmats,,0
03/2020,Vimbodí i Poblet,casos confirmats,,0
03/2020,Vinaixa,casos confirmats,,0
03/2020,Vinebre,casos confirmats,,0
03/2020,Vinyols i els Arcs,casos confirmats,,0
03/2020,Xerta,casos confirmats,..,null
03/2020,Catalunya,casos confirmats,,27709
04/2020,Abrera,casos confirmats,,78
04/2020,Àger,casos confirmats,,4
04/2020,Agramunt,casos confirmats,,10
04/2020,Aguilar de Segarra,casos confirmats,..,null
04/2020,Agullana,casos confirmats,..,null
04/2020,Aiguafreda,casos confirmats,,6
04/2020,Aiguamúrcia,casos confirmats,..,null
04/2020,Aiguaviva,casos confirmats,..,null
04/2020,Aitona,casos confirmats,,39
04/2020,"Alamús, els",casos confirmats,..,null
04/2020,Alàs i Cerc,casos confirmats,,0
04/2020,"Albagés, l'",casos confirmats,,0
04/2020,Albatàrrec,casos confirmats,,4
04/2020,Albesa,casos confirmats,,4
04/2020,"Albi, l'",casos confirmats,,4
04/2020,Albinyana,casos confirmats,,6
04/2020,"Albiol, l'",casos confirmats,,0
04/2020,Albons,casos confirmats,..,null
04/2020,Alcanar,casos confirmats,..,null
04/2020,Alcanó,casos confirmats,,0
04/2020,Alcarràs,casos confirmats,,14
04/2020,Alcoletge,casos confirmats,,5
04/2020,Alcover,casos confirmats,,6
04/2020,"Aldea, l'",casos confirmats,..,null
04/2020,Aldover,casos confirmats,,0
04/2020,"Aleixar, l'",casos confirmats,,4
04/2020,Alella,casos confirmats,,87
04/2020,Alfara de Carles,casos confirmats,,0
04/2020,Alfarràs,casos confirmats,..,null
04/2020,Alfés,casos confirmats,..,null
04/2020,Alforja,casos confirmats,..,null
04/2020,Algerri,casos confirmats,,0
04/2020,Alguaire,casos confirmats,,5
04/2020,Alins,casos confirmats,,0
04/2020,Alió,casos confirmats,..,null
04/2020,Almacelles,casos confirmats,,23
04/2020,Almatret,casos confirmats,,0
04/2020,Almenar,casos confirmats,,5
04/2020,Almoster,casos confirmats,,0
04/2020,Alp,casos confirmats,..,null
04/2020,Alpens,casos confirmats,,0
04/2020,Alpicat,casos confirmats,,17
04/2020,Alt Àneu,casos confirmats,,0
04/2020,Altafulla,casos confirmats,,8
04/2020,Amer,casos confirmats,,9
04/2020,"Ametlla de Mar, l'",casos confirmats,,5
04/2020,"Ametlla del Vallès, l'",casos confirmats,,70
04/2020,"Ampolla, l'",casos confirmats,..,null
04/2020,Amposta,casos confirmats,,7
04/2020,Anglès,casos confirmats,,18
04/2020,Anglesola,casos confirmats,,9
04/2020,Arbeca,casos confirmats,,0
04/2020,"Arboç, l'",casos confirmats,,28
04/2020,Arbúcies,casos confirmats,,26
04/2020,Arenys de Mar,casos confirmats,,100
04/2020,Arenys de Munt,casos confirmats,,44
04/2020,Argelaguer,casos confirmats,,0
04/2020,Argençola,casos confirmats,,0
04/2020,Argentona,casos confirmats,,52
04/2020,"Armentera, l'",casos confirmats,,4
04/2020,Arnes,casos confirmats,,0
04/2020,Artés,casos confirmats,,21
04/2020,Artesa de Lleida,casos confirmats,,0
04/2020,Artesa de Segre,casos confirmats,..,null
04/2020,Ascó,casos confirmats,..,null
04/2020,Aspa,casos confirmats,,0
04/2020,"Avellanes i Santa Linya, les",casos confirmats,..,null
04/2020,Avià,casos confirmats,,8
04/2020,Avinyó,casos confirmats,,16
04/2020,Avinyonet de Puigventós,casos confirmats,..,null
04/2020,Avinyonet del Penedès,casos confirmats,,4
04/2020,Badalona,casos confirmats,,807
04/2020,Badia del Vallès,casos confirmats,,42
04/2020,Bagà,casos confirmats,,51
04/2020,Baix Pallars,casos confirmats,,0
04/2020,Balaguer,casos confirmats,,64
04/2020,Balenyà,casos confirmats,,6
04/2020,Balsareny,casos confirmats,,60
04/2020,Banyeres del Penedès,casos confirmats,,5
04/2020,Banyoles,casos confirmats,,134
04/2020,Barbens,casos confirmats,..,null
04/2020,Barberà de la Conca,casos confirmats,,0
04/2020,Barberà del Vallès,casos confirmats,,234
04/2020,Barcelona,casos confirmats,,8642
04/2020,"Baronia de Rialb, la",casos confirmats,,0
04/2020,Bàscara,casos confirmats,..,null
04/2020,Bassella,casos confirmats,,0
04/2020,Batea,casos confirmats,,0
04/2020,Begues,casos confirmats,,13
04/2020,Begur,casos confirmats,,11
04/2020,Belianes,casos confirmats,..,null
04/2020,Bellaguarda,casos confirmats,..,null
04/2020,Bellcaire d'Empordà,casos confirmats,,0
04/2020,Bellcaire d'Urgell,casos confirmats,..,null
04/2020,Bell-lloc d'Urgell,casos confirmats,,4
04/2020,Bellmunt del Priorat,casos confirmats,,0
04/2020,Bellpuig,casos confirmats,,8
04/2020,Bellvei,casos confirmats,,4
04/2020,Bellver de Cerdanya,casos confirmats,..,null
04/2020,Bellvís,casos confirmats,..,null
04/2020,Benavent de Segrià,casos confirmats,,4
04/2020,Benifallet,casos confirmats,,0
04/2020,Benissanet,casos confirmats,,0
04/2020,Berga,casos confirmats,,165
04/2020,Besalú,casos confirmats,,10
04/2020,Bescanó,casos confirmats,,53
04/2020,Bigues i Riells del Fai,casos confirmats,,12
04/2020,"Bisbal d'Empordà, la",casos confirmats,,18
04/2020,"Bisbal de Falset, la",casos confirmats,,0
04/2020,"Bisbal del Penedès, la",casos confirmats,..,null
04/2020,Biure,casos confirmats,..,null
04/2020,Blancafort,casos confirmats,,0
04/2020,Blanes,casos confirmats,,92
04/2020,Boadella i les Escaules,casos confirmats,,0
04/2020,Bolvir,casos confirmats,,0
04/2020,Bonastre,casos confirmats,..,null
04/2020,"Bòrdes, Es",casos confirmats,..,null
04/2020,Bordils,casos confirmats,,4
04/2020,"Borges Blanques, les",casos confirmats,,7
04/2020,"Borges del Camp, les",casos confirmats,..,null
04/2020,Borrassà,casos confirmats,..,null
04/2020,Borredà,casos confirmats,..,null
04/2020,Bossòst,casos confirmats,,19
04/2020,Bot,casos confirmats,,0
04/2020,Botarell,casos confirmats,..,null
04/2020,Bovera,casos confirmats,,0
04/2020,Bràfim,casos confirmats,..,null
04/2020,Breda,casos confirmats,,9
04/2020,"Bruc, el",casos confirmats,,4
04/2020,"Brull, el",casos confirmats,,0
04/2020,Brunyola i Sant Martí Sapresa,casos confirmats,..,null
04/2020,Cabacés,casos confirmats,,0
04/2020,Cabanelles,casos confirmats,,0
04/2020,Cabanes,casos confirmats,,0
04/2020,"Cabanyes, les",casos confirmats,,4
04/2020,Cabra del Camp,casos confirmats,..,null
04/2020,Cabrera d'Anoia,casos confirmats,,4
04/2020,Cabrera de Mar,casos confirmats,,9
04/2020,Cabrils,casos confirmats,,13
04/2020,Cadaqués,casos confirmats,,8
04/2020,Calaf,casos confirmats,,20
04/2020,Calafell,casos confirmats,,34
04/2020,Calders,casos confirmats,,5
04/2020,Caldes d'Estrac,casos confirmats,,11
04/2020,Caldes de Malavella,casos confirmats,,25
04/2020,Caldes de Montbui,casos confirmats,,126
04/2020,Calella,casos confirmats,,84
04/2020,Calldetenes,casos confirmats,,20
04/2020,Callús,casos confirmats,,46
04/2020,Calonge i Sant Antoni,casos confirmats,,33
04/2020,Camarasa,casos confirmats,..,null
04/2020,Camarles,casos confirmats,,4
04/2020,Cambrils,casos confirmats,,42
04/2020,Camós,casos confirmats,..,null
04/2020,Campdevànol,casos confirmats,,12
04/2020,Campins,casos confirmats,..,null
04/2020,Campllong,casos confirmats,,0
04/2020,Camprodon,casos confirmats,,4
04/2020,Canet d'Adri,casos confirmats,..,null
04/2020,Canet de Mar,casos confirmats,,199
04/2020,"Canonja, la",casos confirmats,,11
04/2020,Canovelles,casos confirmats,,26
04/2020,Cànoves i Samalús,casos confirmats,..,null
04/2020,Cantallops,casos confirmats,,0
04/2020,Canyelles,casos confirmats,,6
04/2020,Capçanes,casos confirmats,,0
04/2020,Capellades,casos confirmats,,37
04/2020,Capmany,casos confirmats,..,null
04/2020,Cardedeu,casos confirmats,,27
04/2020,Cardona,casos confirmats,,57
04/2020,Carme,casos confirmats,..,null
04/2020,Caseres,casos confirmats,,0
04/2020,Cassà de la Selva,casos confirmats,,26
04/2020,Casserres,casos confirmats,,4
04/2020,Castellar del Vallès,casos confirmats,,147
04/2020,Castellbell i el Vilar,casos confirmats,,12
04/2020,Castellbisbal,casos confirmats,,31
04/2020,Castellcir,casos confirmats,,0
04/2020,Castelldans,casos confirmats,..,null
04/2020,Castelldefels,casos confirmats,,161
04/2020,Castellet i la Gornal,casos confirmats,..,null
04/2020,Castellfollit de la Roca,casos confirmats,..,null
04/2020,Castellfollit del Boix,casos confirmats,,0
04/2020,Castellgalí,casos confirmats,,38
04/2020,Castellnou de Bages,casos confirmats,..,null
04/2020,Castellnou de Seana,casos confirmats,..,null
04/2020,Castelló d'Empúries,casos confirmats,,24
04/2020,Castelló de Farfanya,casos confirmats,,0
04/2020,Castellolí,casos confirmats,,0
04/2020,Castell-Platja d'Aro,casos confirmats,,29
04/2020,Castellserà,casos confirmats,..,null
04/2020,Castellterçol,casos confirmats,,25
04/2020,Castellvell del Camp,casos confirmats,,5
04/2020,Castellví de la Marca,casos confirmats,..,null
04/2020,Castellví de Rosanes,casos confirmats,,11
04/2020,"Catllar, el",casos confirmats,,12
04/2020,"Cellera de Ter, la",casos confirmats,,5
04/2020,Celrà,casos confirmats,,22
04/2020,Centelles,casos confirmats,,17
04/2020,Cercs,casos confirmats,..,null
